Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 32
Encoder layers: 2
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.1
Trainable parameters: 236,514

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.3762 |     83.366 |   3.0488 |     83.272 |     0.1
    2 |   2.7854 |     74.083 |   2.6197 |     67.036 |     0.1
    3 |   2.4824 |     61.113 |   2.3763 |     59.317 |     0.2
    4 |   2.2827 |     58.916 |   2.2203 |     58.180 |     0.2
    5 |   2.1546 |     56.987 |   2.1151 |     55.966 |     0.3
    6 |   2.0633 |     54.428 |   2.0341 |     54.428 |     0.4
    7 |   1.9883 |     54.010 |   1.9651 |     54.367 |     0.4
    8 |   1.9234 |     53.373 |   1.9045 |     53.659 |     0.5
    9 |   1.8663 |     49.533 |   1.8521 |     49.323 |     0.5
   10 |   1.8137 |     48.599 |   1.8002 |     49.385 |     0.6
   11 |   1.7626 |     48.632 |   1.7512 |     49.385 |     0.6
   12 |   1.7142 |     48.643 |   1.7048 |     49.385 |     0.7
   13 |   1.6700 |     48.638 |   1.6634 |     49.385 |     0.8
   14 |   1.6309 |     48.643 |   1.6267 |     49.385 |     0.8
   15 |   1.5972 |     46.891 |   1.5970 |     47.202 |     0.9
   16 |   1.5691 |     46.166 |   1.5709 |     47.202 |     0.9
   17 |   1.5458 |     46.160 |   1.5495 |     47.202 |     1.0
   18 |   1.5253 |     46.155 |   1.5309 |     47.202 |     1.1
   19 |   1.5083 |     46.149 |   1.5158 |     47.202 |     1.1
   20 |   1.4939 |     46.155 |   1.5019 |     47.202 |     1.2
   21 |   1.4815 |     46.232 |   1.4906 |     47.202 |     1.2
   22 |   1.4703 |     46.160 |   1.4805 |     47.202 |     1.3
   23 |   1.4599 |     46.160 |   1.4712 |     47.202 |     1.3
   24 |   1.4495 |     46.155 |   1.4613 |     47.202 |     1.4
   25 |   1.4406 |     46.144 |   1.4529 |     47.171 |     1.5
   26 |   1.4308 |     45.929 |   1.4457 |     47.140 |     1.5
   27 |   1.4213 |     45.644 |   1.4354 |     46.710 |     1.6
   28 |   1.4106 |     45.336 |   1.4290 |     46.802 |     1.6
   29 |   1.4000 |     45.089 |   1.4184 |     46.587 |     1.7
   30 |   1.3893 |     44.913 |   1.4135 |     46.679 |     1.7
   31 |   1.3786 |     44.754 |   1.4017 |     46.740 |     1.8
   32 |   1.3689 |     44.688 |   1.3957 |     46.740 |     1.9
   33 |   1.3566 |     44.578 |   1.3911 |     46.433 |     1.9
   34 |   1.3458 |     44.523 |   1.3804 |     46.464 |     2.0
   35 |   1.3341 |     44.265 |   1.3746 |     46.494 |     2.0
   36 |   1.3236 |     44.095 |   1.3656 |     46.125 |     2.1
   37 |   1.3133 |     43.644 |   1.3595 |     45.972 |     2.2
   38 |   1.3028 |     43.172 |   1.3540 |     45.572 |     2.2
   39 |   1.2920 |     42.875 |   1.3466 |     45.326 |     2.3
   40 |   1.2833 |     42.447 |   1.3487 |     45.203 |     2.3
   41 |   1.2723 |     41.919 |   1.3372 |     44.680 |     2.4
   42 |   1.2632 |     41.535 |   1.3321 |     44.004 |     2.4
   43 |   1.2541 |     41.029 |   1.3317 |     43.727 |     2.5
   44 |   1.2465 |     40.782 |   1.3271 |     44.188 |     2.6
   45 |   1.2376 |     40.425 |   1.3207 |     43.419 |     2.6
   46 |   1.2277 |     39.958 |   1.3210 |     43.727 |     2.7
   47 |   1.2197 |     39.799 |   1.3163 |     43.173 |     2.7
   48 |   1.2094 |     39.535 |   1.3118 |     43.327 |     2.8
   49 |   1.2007 |     39.024 |   1.3090 |     43.050 |     2.8
   50 |   1.1922 |     38.827 |   1.3034 |     43.542 |     2.9
   51 |   1.1829 |     38.546 |   1.2990 |     43.050 |     3.0
   52 |   1.1744 |     38.365 |   1.2984 |     42.220 |     3.0
   53 |   1.1674 |     38.129 |   1.2953 |     42.774 |     3.1
   54 |   1.1579 |     37.838 |   1.2898 |     42.374 |     3.1
   55 |   1.1479 |     37.497 |   1.2874 |     42.343 |     3.2
   56 |   1.1409 |     37.547 |   1.2843 |     42.712 |     3.3
   57 |   1.1314 |     37.206 |   1.2870 |     42.989 |     3.3
   58 |   1.1229 |     37.014 |   1.2847 |     42.897 |     3.4
   59 |   1.1149 |     36.761 |   1.2704 |     42.036 |     3.4
   60 |   1.1058 |     36.508 |   1.2752 |     41.974 |     3.5
   61 |   1.0973 |     36.217 |   1.2680 |     41.513 |     3.5
   62 |   1.0895 |     36.014 |   1.2733 |     42.128 |     3.6
   63 |   1.0812 |     35.646 |   1.2594 |     41.451 |     3.7
   64 |   1.0759 |     35.564 |   1.2609 |     41.574 |     3.7
   65 |   1.0650 |     35.064 |   1.2594 |     41.605 |     3.8
   66 |   1.0569 |     35.003 |   1.2590 |     41.759 |     3.8
   67 |   1.0488 |     34.553 |   1.2565 |     41.082 |     3.9
   68 |   1.0394 |     34.536 |   1.2562 |     41.236 |     3.9
   69 |   1.0326 |     34.047 |   1.2504 |     41.052 |     4.0
   70 |   1.0249 |     34.015 |   1.2518 |     40.990 |     4.1
   71 |   1.0168 |     33.707 |   1.2446 |     40.437 |     4.1
   72 |   1.0088 |     33.344 |   1.2556 |     41.236 |     4.2
   73 |   1.0012 |     33.223 |   1.2463 |     41.021 |     4.2
   74 |   0.9937 |     32.916 |   1.2552 |     40.898 |     4.3
   75 |   0.9876 |     32.943 |   1.2371 |     40.344 |     4.4
   76 |   0.9778 |     32.394 |   1.2407 |     40.037 |     4.4
   77 |   0.9712 |     32.158 |   1.2398 |     40.437 |     4.5
   78 |   0.9634 |     31.987 |   1.2507 |     40.775 |     4.5
   79 |   0.9582 |     31.762 |   1.2464 |     39.945 |     4.6
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 128
Encoder layers: 2
Decoder hidden units: 64
Decoder layers: 4
Dropout: 0.0
Trainable parameters: 1,224,866

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.5933 |     69.699 |   2.0404 |     59.317 |     0.0
    2 |   1.7667 |     49.703 |   1.5828 |     47.202 |     0.1
    3 |   1.4953 |     46.276 |   1.4638 |     47.017 |     0.1
    4 |   1.4363 |     46.468 |   1.4438 |     47.109 |     0.2
    5 |   1.4152 |     46.468 |   1.4251 |     47.202 |     0.2
    6 |   1.4039 |     46.155 |   1.4128 |     47.202 |     0.2
    7 |   1.3929 |     46.341 |   1.3998 |     46.617 |     0.3
    8 |   1.3798 |     46.094 |   1.3881 |     46.771 |     0.3
    9 |   1.3685 |     45.166 |   1.3756 |     46.095 |     0.4
   10 |   1.3522 |     44.847 |   1.3639 |     45.910 |     0.4
   11 |   1.3396 |     44.688 |   1.3568 |     46.064 |     0.4
   12 |   1.3312 |     44.347 |   1.3500 |     46.002 |     0.5
   13 |   1.3273 |     44.336 |   1.3443 |     45.326 |     0.5
   14 |   1.3158 |     44.227 |   1.3284 |     44.649 |     0.6
   15 |   1.3075 |     43.776 |   1.3247 |     45.018 |     0.6
   16 |   1.3007 |     43.699 |   1.3202 |     44.680 |     0.6
   17 |   1.2911 |     43.359 |   1.3216 |     44.803 |     0.7
   18 |   1.2853 |     42.853 |   1.3224 |     44.219 |     0.7
   19 |   1.2764 |     42.601 |   1.3004 |     44.096 |     0.8
   20 |   1.2645 |     42.309 |   1.2988 |     43.758 |     0.8
   21 |   1.2555 |     42.018 |   1.3046 |     44.526 |     0.8
   22 |   1.2478 |     41.557 |   1.2899 |     43.881 |     0.9
   23 |   1.2398 |     41.573 |   1.2775 |     43.573 |     0.9
   24 |   1.2268 |     41.419 |   1.2865 |     43.604 |     1.0
   25 |   1.2253 |     41.326 |   1.2802 |     43.173 |     1.0
   26 |   1.2124 |     40.645 |   1.2715 |     42.620 |     1.0
   27 |   1.1964 |     40.359 |   1.2531 |     42.835 |     1.1
   28 |   1.1864 |     40.255 |   1.2484 |     42.620 |     1.1
   29 |   1.1788 |     40.140 |   1.2578 |     42.405 |     1.2
   30 |   1.1660 |     39.513 |   1.2459 |     42.159 |     1.2
   31 |   1.1569 |     39.063 |   1.2356 |     41.851 |     1.2
   32 |   1.1469 |     39.046 |   1.2252 |     41.328 |     1.3
   33 |   1.1289 |     38.398 |   1.2200 |     40.529 |     1.3
   34 |   1.1208 |     38.085 |   1.2248 |     40.744 |     1.4
   35 |   1.1092 |     37.371 |   1.2136 |     40.375 |     1.4
   36 |   1.0999 |     37.030 |   1.1997 |     39.514 |     1.4
   37 |   1.0826 |     36.761 |   1.1871 |     39.360 |     1.5
   38 |   1.0708 |     35.976 |   1.1782 |     39.299 |     1.5
   39 |   1.0577 |     35.586 |   1.1768 |     38.592 |     1.6
   40 |   1.0403 |     34.976 |   1.1805 |     38.530 |     1.6
   41 |   1.0324 |     34.756 |   1.1761 |     38.346 |     1.6
   42 |   1.0324 |     34.635 |   1.1690 |     39.360 |     1.7
   43 |   1.0084 |     33.861 |   1.1566 |     39.053 |     1.7
   44 |   1.0031 |     34.223 |   1.1630 |     38.622 |     1.8
   45 |   0.9894 |     33.476 |   1.1638 |     38.561 |     1.8
   46 |   0.9723 |     33.086 |   1.1452 |     38.930 |     1.8
   47 |   0.9615 |     32.751 |   1.1578 |     39.022 |     1.9
   48 |   0.9634 |     32.493 |   1.1274 |     38.223 |     1.9
   49 |   0.9418 |     31.987 |   1.1307 |     37.731 |     2.0
   50 |   0.9358 |     31.696 |   1.1383 |     38.069 |     2.0
   51 |   0.9214 |     31.120 |   1.1385 |     38.007 |     2.0
   52 |   0.9124 |     31.131 |   1.1240 |     37.362 |     2.1
   53 |   0.8946 |     30.438 |   1.1193 |     36.685 |     2.1
   54 |   0.8856 |     30.015 |   1.1292 |     36.747 |     2.2
   55 |   0.8801 |     29.768 |   1.1295 |     37.423 |     2.2
   56 |   0.8603 |     29.213 |   1.1255 |     36.716 |     2.2
   57 |   0.8476 |     28.807 |   1.1195 |     36.316 |     2.3
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 128
Encoder layers: 2
Decoder hidden units: 128
Decoder layers: 4
Dropout: 0.2
Trainable parameters: 1,655,074

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.2891 |     62.371 |   1.6524 |     49.385 |     0.0
    2 |   1.4894 |     46.358 |   1.4350 |     47.202 |     0.1
    3 |   1.4164 |     46.177 |   1.4173 |     47.017 |     0.1
    4 |   1.4012 |     46.341 |   1.4027 |     47.202 |     0.2
    5 |   1.3895 |     46.243 |   1.3919 |     46.341 |     0.2
    6 |   1.3726 |     45.254 |   1.3726 |     46.218 |     0.2
    7 |   1.3393 |     44.611 |   1.3394 |     45.111 |     0.3
    8 |   1.3013 |     44.029 |   1.3076 |     44.803 |     0.3
    9 |   1.2704 |     43.727 |   1.2758 |     44.557 |     0.4
   10 |   1.2463 |     42.826 |   1.2515 |     43.143 |     0.4
   11 |   1.2311 |     42.200 |   1.2439 |     43.204 |     0.5
   12 |   1.2174 |     41.793 |   1.2254 |     42.128 |     0.5
   13 |   1.1915 |     40.876 |   1.2174 |     42.220 |     0.5
   14 |   1.1749 |     40.304 |   1.2284 |     41.790 |     0.6
   15 |   1.1586 |     39.634 |   1.1984 |     40.621 |     0.6
   16 |   1.1345 |     39.024 |   1.2005 |     39.453 |     0.7
   17 |   1.1234 |     38.195 |   1.1812 |     40.098 |     0.7
   18 |   1.1003 |     37.684 |   1.1915 |     40.529 |     0.7
   19 |   1.0918 |     37.299 |   1.1836 |     39.668 |     0.8
   20 |   1.0777 |     36.651 |   1.1411 |     38.284 |     0.8
   21 |   1.0524 |     36.003 |   1.1380 |     38.407 |     0.9
   22 |   1.0261 |     34.976 |   1.1212 |     37.546 |     0.9
   23 |   1.0191 |     34.806 |   1.1114 |     37.300 |     1.0
   24 |   0.9983 |     34.020 |   1.0985 |     37.608 |     1.0
   25 |   0.9825 |     33.493 |   1.0839 |     36.654 |     1.0
   26 |   0.9698 |     32.872 |   1.0829 |     37.392 |     1.1
   27 |   0.9578 |     32.811 |   1.0700 |     36.132 |     1.1
   28 |   0.9472 |     32.218 |   1.0880 |     36.255 |     1.2
   29 |   0.9283 |     31.570 |   1.0786 |     35.855 |     1.2
   30 |   0.9120 |     31.048 |   1.0571 |     34.717 |     1.3
   31 |   0.9008 |     30.559 |   1.0497 |     35.086 |     1.3
   32 |   0.8808 |     30.021 |   1.0516 |     34.594 |     1.3
   33 |   0.8725 |     29.653 |   1.0530 |     35.578 |     1.4
   34 |   0.8550 |     29.246 |   1.0460 |     35.055 |     1.4
   35 |   0.8479 |     29.093 |   1.0301 |     33.487 |     1.5
   36 |   0.8304 |     28.444 |   1.0424 |     33.456 |     1.5
   37 |   0.8169 |     27.395 |   1.0276 |     32.964 |     1.5
   38 |   0.8036 |     27.296 |   1.0294 |     33.333 |     1.6
   39 |   0.7885 |     26.610 |   1.0297 |     33.641 |     1.6
   40 |   0.7874 |     26.637 |   1.0161 |     33.210 |     1.7
   41 |   0.7752 |     26.176 |   1.0374 |     34.256 |     1.7
   42 |   0.7668 |     25.901 |   1.0254 |     33.026 |     1.8
   43 |   0.7419 |     24.742 |   1.0174 |     31.857 |     1.8
   44 |   0.7403 |     25.231 |   0.9981 |     31.673 |     1.8
   45 |   0.7100 |     24.039 |   1.0024 |     31.765 |     1.9
   46 |   0.7080 |     24.176 |   0.9963 |     31.796 |     1.9
   47 |   0.7032 |     23.610 |   1.0084 |     31.273 |     2.0
   48 |   0.6886 |     23.731 |   1.0226 |     32.442 |     2.0
   49 |   0.6832 |     23.017 |   0.9975 |     32.011 |     2.0
   50 |   0.6737 |     22.698 |   1.0077 |     31.765 |     2.1
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 64
Encoder layers: 4
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.1
Trainable parameters: 896,162

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.3326 |     88.036 |   2.9508 |     83.149 |     0.0
    2 |   2.7145 |     73.813 |   2.5514 |     67.066 |     0.1
    3 |   2.4500 |     63.453 |   2.3521 |     59.379 |     0.1
    4 |   2.2874 |     58.679 |   2.2186 |     59.256 |     0.1
    5 |   2.1703 |     57.894 |   2.1178 |     58.057 |     0.2
    6 |   2.0787 |     57.185 |   2.0373 |     57.503 |     0.2
    7 |   1.9983 |     55.801 |   1.9601 |     54.797 |     0.2
    8 |   1.9223 |     52.153 |   1.8894 |     49.077 |     0.3
    9 |   1.8528 |     49.017 |   1.8216 |     49.047 |     0.3
   10 |   1.7841 |     48.605 |   1.7593 |     49.108 |     0.4
   11 |   1.7241 |     48.500 |   1.7057 |     49.293 |     0.4
   12 |   1.6723 |     48.489 |   1.6590 |     49.200 |     0.4
   13 |   1.6273 |     47.566 |   1.6167 |     46.925 |     0.5
   14 |   1.5869 |     45.979 |   1.5804 |     47.048 |     0.5
   15 |   1.5483 |     45.847 |   1.5472 |     47.171 |     0.5
   16 |   1.5174 |     45.918 |   1.5216 |     47.017 |     0.6
   17 |   1.4880 |     45.836 |   1.4908 |     46.956 |     0.6
   18 |   1.4623 |     45.699 |   1.4721 |     46.894 |     0.6
   19 |   1.4414 |     45.605 |   1.4518 |     46.679 |     0.7
   20 |   1.4224 |     45.589 |   1.4371 |     46.156 |     0.7
   21 |   1.4046 |     45.232 |   1.4211 |     46.064 |     0.7
   22 |   1.3885 |     44.798 |   1.4079 |     45.787 |     0.8
   23 |   1.3743 |     44.474 |   1.3973 |     44.557 |     0.8
   24 |   1.3585 |     43.886 |   1.3809 |     44.834 |     0.8
   25 |   1.3452 |     43.397 |   1.3752 |     44.250 |     0.9
   26 |   1.3330 |     43.002 |   1.3648 |     44.034 |     0.9
   27 |   1.3212 |     42.683 |   1.3552 |     43.665 |     1.0
   28 |   1.3089 |     42.375 |   1.3432 |     43.604 |     1.0
   29 |   1.2971 |     41.870 |   1.3366 |     43.204 |     1.0
   30 |   1.2866 |     41.579 |   1.3314 |     43.235 |     1.1
   31 |   1.2744 |     41.002 |   1.3198 |     42.343 |     1.1
   32 |   1.2641 |     40.398 |   1.3174 |     41.820 |     1.1
   33 |   1.2510 |     39.700 |   1.3028 |     41.482 |     1.2
   34 |   1.2393 |     39.376 |   1.2976 |     41.913 |     1.2
   35 |   1.2289 |     38.788 |   1.2924 |     41.451 |     1.2
   36 |   1.2191 |     38.338 |   1.2831 |     40.959 |     1.3
   37 |   1.2059 |     37.992 |   1.2761 |     40.560 |     1.3
   38 |   1.1942 |     37.426 |   1.2691 |     40.221 |     1.3
   39 |   1.1815 |     37.107 |   1.2544 |     39.576 |     1.4
   40 |   1.1687 |     36.503 |   1.2481 |     39.114 |     1.4
   41 |   1.1568 |     36.113 |   1.2376 |     39.207 |     1.4
   42 |   1.1444 |     35.717 |   1.2313 |     38.776 |     1.5
   43 |   1.1328 |     35.388 |   1.2267 |     38.807 |     1.5
   44 |   1.1215 |     35.014 |   1.2197 |     38.315 |     1.5
   45 |   1.1113 |     34.553 |   1.2196 |     38.868 |     1.6
   46 |   1.0978 |     34.119 |   1.2039 |     38.161 |     1.6
   47 |   1.0945 |     33.960 |   1.2089 |     37.946 |     1.6
   48 |   1.0784 |     33.339 |   1.1933 |     37.331 |     1.7
   49 |   1.0664 |     32.960 |   1.1876 |     37.669 |     1.7
   50 |   1.0582 |     32.899 |   1.1861 |     37.669 |     1.8
   51 |   1.0486 |     32.476 |   1.1762 |     37.546 |     1.8
   52 |   1.0325 |     32.053 |   1.1687 |     36.931 |     1.8
   53 |   1.0228 |     31.537 |   1.1631 |     37.269 |     1.9
   54 |   1.0152 |     31.537 |   1.1566 |     37.054 |     1.9
   55 |   1.0040 |     30.746 |   1.1537 |     37.054 |     1.9
   56 |   0.9935 |     30.521 |   1.1440 |     36.931 |     2.0
   57 |   0.9837 |     30.263 |   1.1416 |     36.777 |     2.0
   58 |   0.9776 |     30.081 |   1.1310 |     36.408 |     2.0
   59 |   0.9638 |     29.669 |   1.1356 |     36.039 |     2.1
   60 |   0.9558 |     29.537 |   1.1241 |     35.763 |     2.1
   61 |   0.9483 |     29.060 |   1.1202 |     35.732 |     2.1
   62 |   0.9404 |     28.702 |   1.1154 |     35.209 |     2.2
   63 |   0.9301 |     28.664 |   1.1041 |     34.871 |     2.2
   64 |   0.9205 |     28.175 |   1.1059 |     34.994 |     2.2
   65 |   0.9121 |     27.681 |   1.1049 |     34.656 |     2.3
   66 |   0.9061 |     27.796 |   1.0976 |     34.533 |     2.3
   67 |   0.8969 |     27.461 |   1.0959 |     34.963 |     2.3
   68 |   0.8887 |     27.186 |   1.0910 |     34.133 |     2.4
   69 |   0.8811 |     26.802 |   1.0912 |     34.410 |     2.4
   70 |   0.8735 |     26.681 |   1.0822 |     34.225 |     2.4
   71 |   0.8646 |     26.307 |   1.0790 |     33.610 |     2.5
   72 |   0.8572 |     26.071 |   1.0797 |     33.456 |     2.5
   73 |   0.8500 |     25.868 |   1.0817 |     33.426 |     2.5
   74 |   0.8430 |     25.725 |   1.0819 |     33.610 |     2.6
   75 |   0.8372 |     25.209 |   1.0736 |     33.641 |     2.6
   76 |   0.8296 |     25.258 |   1.0662 |     32.995 |     2.7
   77 |   0.8208 |     24.951 |   1.0571 |     32.995 |     2.7
   78 |   0.8123 |     24.742 |   1.0644 |     32.565 |     2.7
   79 |   0.8061 |     24.555 |   1.0577 |     32.811 |     2.8
   80 |   0.8012 |     24.368 |   1.0575 |     32.565 |     2.8
